Musique, Quel est l'instrument fétiche de Miles Davis ?, La trompette, Le saxophone, Le piano, La batterie;
Espace, Quelle planète tourne sur elle-même sur le côté ?, Uranus, Neptune, Saturne, Jupiter;
Cinéma, Quel est le premier long-métrage d'animation de Disney ?, Blanche-Neige, Pinocchio, Bambi, Fantasia;
Nature, Quel arbre perd ses feuilles en hiver ?, Un arbre caduc, Un conifère, Un arbre persistant, Un palmier;
Gastronomie, Quel pays est le premier producteur mondial de café ?, Le Brésil, La Colombie, Le Vietnam, L'Éthiopie;
Histoire, Quel explorateur a atteint le pôle Sud en premier ?, Roald Amundsen, Robert Scott, Ernest Shackleton, Richard Byrd;
Géographie, Quelle est la capitale de la Pologne ?, Varsovie, Cracovie, Gdansk, Poznan;
Sciences, Quelle est la vitesse du son dans l'air (environ) ?, 340 m/s, 100 m/s, 1000 m/s, 300000 km/s;
Art, Qui a peint le plafond de la chapelle Sixtine ?, Michel-Ange, Léonard de Vinci, Botticelli, Donatello;
Mythologie, Quel héros grec est vulnérable au talon ?, Achille, Hercule, Ulysse, Hector;
Sport, Quel est le temps réglementaire d'un match de basket NBA ?, 48 minutes, 40 minutes, 60 minutes, 90 minutes;
Musique, Dans quel groupe jouait Freddie Mercury ?, Queen, The Police, Genesis, Pink Floyd;
Cinéma, Qui a réalisé le film Le Parrain ?, Francis Ford Coppola, Martin Scorsese, Brian De Palma, Steven Spielberg;
Littérature, Qui a écrit Madame Bovary ?, Gustave Flaubert, Émile Zola, Guy de Maupassant, Honoré de Balzac;
Technologie, Que signifie URL ?, Uniform Resource Locator, Universal Radio Link, United Road Line, Unique Remote Log;
Histoire, Quelle reine a régné sur l'Angleterre de 1837 à 1901 ?, Victoria, Elisabeth I, Anne, Marie Stuart;
Géographie, Quel pays possède le plus de fuseaux horaires ?, La France, La Russie, Les États-Unis, La Chine;
Sciences, Quelle est la plus grande glande du corps humain ?, Le foie, Le pancréas, La thyroïde, L'hypophyse;
Sport, Dans quel club jouait Pelé la majeure partie de sa carrière ?, Le Santos FC, Le Real Madrid, Le Flamengo, Le New York Cosmos;
Nature, Quelle est la fleur qui suit le soleil ?, Le tournesol, La marguerite, Le coquelicot, La tulipe;
Gastronomie, Quel est l'ingrédient principal de la polenta ?, Le maïs, Le blé, Le riz, Le sarrasin;
Cinéma, Quel acteur joue Han Solo dans Star Wars ?, Harrison Ford, Mark Hamill, Alec Guinness, Carrie Fisher;
Musique, Quel festival de musique a eu lieu en 1969 aux USA ?, Woodstock, Coachella, Burning Man, Glastonbury;
Art, Quel pays est célèbre pour ses poteries bleues et blanches ?, La Chine, Le Japon, L'Inde, La Turquie;
Mythologie, Qui est le dieu égyptien des morts à tête de chacal ?, Anubis, Osiris, Horus, Seth;
Histoire, Quel mur a été construit en Chine pour se protéger ?, La Grande Muraille, La muraille de Xi'an, Le mur jaune, La ligne rouge;
Géographie, Quel désert se trouve en Mongolie et Chine ?, Le Gobi, Le Sahara, Le Kalahari, Le Namib;
Sciences, Quel est le composant principal du verre ?, Le sable, L'argile, Le calcaire, Le plomb;
Sport, Quel pays a inventé le rugby ?, L'Angleterre, L'Écosse, La France, La Nouvelle-Zélande;
Littérature, Quel écrivain a écrit Le Vieil Homme et la Mer ?, Ernest Hemingway, John Steinbeck, William Faulkner, F. Scott Fitzgerald;
Cinéma, Quelle est la couleur de la pilule que prend Neo dans Matrix ?, Rouge, Bleu, Vert, Jaune;
Musique, Qui est surnommé le King of Pop ?, Michael Jackson, Elvis Presley, Prince, Justin Timberlake;
Espace, Quel est le nom de la première femme dans l'espace ?, Valentina Terechkova, Sally Ride, Peggy Whitson, Claudie Haigneré;
Nature, Quel animal est le plus lourd au monde ?, La baleine bleue, L'éléphant, Le requin-baleine, L'hippopotame;
Gastronomie, Quel est le nom du riz utilisé pour le risotto ?, Arborio, Basmati, Thaï, Surinam;
Histoire, Qui a assassiné Abraham Lincoln ?, John Wilkes Booth, Lee Harvey Oswald, Gavrilo Princip, James Earl Ray;
Géographie, Quelle est la capitale du Vietnam ?, Hanoï, Ho Chi Minh Ville, Da Nang, Hué;
Sciences, Quel est l'élément le plus léger du tableau périodique ?, L'hydrogène, L'hélium, Le lithium, L'oxygène;
Art, Qui a peint La Persistance de la mémoire (les montres molles) ?, Salvador Dali, René Magritte, Joan Miro, Pablo Picasso;
Mythologie, Qui a volé le feu aux dieux pour le donner aux hommes ?, Prométhée, Pandore, Épiméthée, Icare;
Sport, Combien de minutes dure une période au hockey sur glace ?, 20 minutes, 15 minutes, 30 minutes, 45 minutes;
Musique, Quel compositeur est connu pour La Flûte enchantée ?, Mozart, Beethoven, Wagner, Strauss;
Cinéma, Quel film d'animation met en scène une famille de super-héros ?, Les Indestructibles, Les Minions, Shrek, Toy Story;
Littérature, Quel est l'auteur de L'Alchimiste ?, Paulo Coelho, Gabriel Garcia Marquez, Isabel Allende, Jorge Luis Borges;
Histoire, Quel pays a été la première puissance coloniale au monde ?, Le Portugal, L'Espagne, L'Angleterre, La France;
Géographie, Quel est le plus long fleuve d'Amérique du Sud ?, L'Amazone, Le Parana, L'Orénoque, Le Rio Negro;
Sciences, Quelle vitamine est essentielle pour la vision ?, Vitamine A, Vitamine C, Vitamine D, Vitamine K;
Sport, Quel est le nom du stade mythique de l'équipe d'Angleterre ?, Wembley, Old Trafford, Anfield, Stamford Bridge;
Nature, Quel est l'oiseau qui a les plus grands yeux ?, L'autruche, Le hibou, L'aigle, Le vautour;
Gastronomie, De quel pays vient le Kimchi ?, La Corée du Sud, Le Japon, La Chine, La Thaïlande;
Cinéma, Quel acteur incarne James Bond dans Casino Royale ?, Daniel Craig, Pierce Brosnan, Sean Connery, Roger Moore;
Musique, Quel groupe de rock a composé Smoke on the Water ?, Deep Purple, Led Zeppelin, Black Sabbath, Aerosmith;
Art, Quel est le style architectural de la cathédrale de Notre-Dame ?, Gothique, Roman, Baroque, Classique;
Mythologie, Qui est la déesse de l'amour dans la mythologie grecque ?, Aphrodite, Athéna, Artémis, Héra;
Histoire, Quel président américain a lancé le New Deal ?, Franklin D. Roosevelt, Theodore Roosevelt, Harry Truman, Herbert Hoover;
Géographie, Quel pays possède le plus de volcans actifs ?, L'Indonésie, Le Japon, L'Islande, Les États-Unis;
Sciences, Quel est le point de congélation de l'eau en Fahrenheit ?, 32 degrés, 0 degré, 100 degrés, 212 degrés;
Sport, Quelle est la distance parcourue lors d'un Iron Man en natation ?, 3.8 km, 1.5 km, 10 km, 5 km;
Littérature, Qui est l'auteur de Voyage au bout de la nuit ?, Louis-Ferdinand Céline, Marcel Proust, André Gide, Jean-Paul Sartre;
Cinéma, Quel film raconte l'histoire d'un naufragé et d'un ballon ?, Seul au monde, Titanic, L'Odyssée de Pi, Life;
Musique, Quel instrument est associé à Ravi Shankar ?, Le sitar, La flûte, Le tabla, Le piano;
Nature, Combien de dents possède un moustique ?, 47, 0, 12, 100;
Gastronomie, Quel est l'ingrédient principal du Pesto ?, Le basilic, Le persil, La coriandre, La menthe;
Histoire, En quelle année a été signé l'armistice de la 2nde Guerre mondiale ?, 1945, 1944, 1946, 1940;
Géographie, Quelle est la capitale de la Turquie ?, Ankara, Istanbul, Izmir, Antalya;
Sciences, Quel savant a découvert la loi de la gravitation ?, Isaac Newton, Albert Einstein, Galileo Galilei, Johannes Kepler;
Art, Quel peintre est le chef de file du fauvisme ?, Henri Matisse, Claude Monet, Paul Gauguin, Vincent van Gogh;
Mythologie, Qui est le dieu de la guerre dans la mythologie romaine ?, Mars, Jupiter, Pluton, Neptune;
Sport, Quel pays a gagné la Coupe du Monde de foot 2022 ?, L'Argentine, La France, Le Brésil, La Croatie;
Littérature, Qui a écrit Le Meilleur des Mondes ?, Aldous Huxley, George Orwell, Ray Bradbury, Philip K. Dick;
Cinéma, Quel film d'horreur présente un tueur nommé Michael Myers ?, Halloween, Scream, Vendredi 13, Shining;
Musique, Quel chanteur est né sous le nom de Farrokh Bulsara ?, Freddie Mercury, David Bowie, Elton John, George Michael;
Histoire, Quelle était la monnaie de la France avant l'Euro ?, Le Franc, La Lire, Le Mark, L'Escudo;
Géographie, Quel est le plus haut sommet d'Afrique ?, Le Kilimandjaro, Le Mont Kenya, L'Atlas, Le Drakensberg;
Sciences, Quel organe humain consomme le plus d'énergie ?, Le cerveau, Le coeur, Le foie, Les muscles;
Sport, Quelle ville accueille les tournois de Wimbledon ?, Londres, Manchester, Liverpool, Birmingham;
Nature, Quel est l'animal terrestre le plus grand ?, L'éléphant d'Afrique, La girafe, Le rhinocéros, L'hippopotame;
Gastronomie, Quel pays est l'inventeur de la frite ?, La Belgique, La France, Les États-Unis, Le Royaume-Uni;
Cinéma, Quel réalisateur a fait Interstellar ?, Christopher Nolan, Ridley Scott, James Cameron, Alfonso Cuaron;
Musique, Quel instrument joue Yo-Yo Ma ?, Le violoncelle, Le violon, Le piano, La flûte;
Art, Où se trouve le musée de l'Ermitage ?, Saint-Pétersbourg, Moscou, Paris, Berlin;
Mythologie, Qui est le père de Zeus ?, Chronos, Ouranos, Japhet, Atlas;
Histoire, Quelle ville a été détruite par l'éruption du Vésuve ?, Pompéi, Rome, Naples, Venise;
Géographie, Quelle est la capitale de l'Australie ?, Canberra, Sydney, Melbourne, Perth;
Sciences, Quelle est la planète la plus proche de la Terre ?, Vénus, Mars, Mercure, Jupiter;
Sport, Combien de joueurs compte une équipe de baseball ?, 9, 11, 7, 5;
Littérature, Qui est l'auteur de Les Liaisons dangereuses ?, Choderlos de Laclos, Marivaux, Beaumarchais, Voltaire;
Cinéma, Quel acteur joue Forrest Gump ?, Tom Hanks, Brad Pitt, Leonardo DiCaprio, Johnny Depp;
Musique, Quelle chanteuse a sorti l'album 21 ?, Adele, Amy Winehouse, Beyoncé, Rihanna;
Nature, Quel oiseau est le symbole de la paix ?, La colombe, L'aigle, Le cygne, Le moineau;
Gastronomie, Quel alcool est utilisé dans un Tiramisu ?, L'Amaretto, Le Rhum, La Vodka, Le Whisky;
Histoire, Quel roi a été décapité pendant la Révolution française ?, Louis XVI, Louis XIV, Henri IV, Charles X;
Géographie, Quelle est la capitale du Canada ?, Ottawa, Toronto, Montréal, Vancouver;
Sciences, Quel est le métal le plus conducteur d'électricité ?, L'argent, Le cuivre, L'or, L'aluminium;
Art, Qui a peint La Liberté guidant le peuple ?, Eugène Delacroix, Théodore Géricault, Jacques-Louis David, Jean-Auguste Ingres;
Mythologie, Quel est le nom du paradis des guerriers vikings ?, Le Valhalla, L'Asgard, Le Midgard, Le Helheim;
Sport, Quel sport se pratique à Roland-Garros ?, Le tennis, Le football, Le rugby, Le golf;
Cinéma, Quel est le nom du méchant dans Harry Potter ?, Voldemort, Grindelwald, Rogue, Malefoy;
Musique, Quel groupe a chanté Hotel California ?, The Eagles, Fleetwood Mac, The Doors, Chicago;
Littérature, Qui a écrit Roméo et Juliette ?, William Shakespeare, Christopher Marlowe, Ben Jonson, John Milton;
Histoire, Qui a découvert la loi de la relativité ?, Albert Einstein, Max Planck, Niels Bohr, Marie Curie;
Géographie, Quel pays est surnommé le Pays du Soleil Levant ?, Le Japon, La Chine, La Corée, La Thaïlande;
Sciences, Quelle est la plus petite unité de la matière ?, L'atome, La molécule, La cellule, Le proton;
Sport, Quel est le nom du trophée de la Coupe du Monde de foot ?, Le trophée Jules Rimet (ancien), La Coupe du Monde de la FIFA, Le Ballon d'Or, Le Graal;
Nature, Quel animal n'a pas de squelette ?, La méduse, Le requin, Le serpent, La tortue;
Gastronomie, De quoi est fait le tofu ?, De lait de soja, De lait de chèvre, De riz, De farine;
Cinéma, Quel est le premier film de l'univers Marvel (MCU) ?, Iron Man, Hulk, Captain America, Thor;
Musique, Qui est l'auteur de la 9ème symphonie ?, Beethoven, Mozart, Bach, Brahms;
Art, Qui a peint les Nymphéas ?, Claude Monet, Auguste Renoir, Edgar Degas, Paul Cézanne;
Mythologie, Qui est le dieu de la foudre chez les Grecs ?, Zeus, Jupiter, Thor, Odin;
Histoire, Qui a fondé la ville de Rome selon la légende ?, Romulus, Rémus, Enée, Jules César;
Géographie, Quel est le plus grand pays du monde par superficie ?, La Russie, Le Canada, Les USA, La Chine;
Sciences, Quelle planète possède des anneaux très visibles ?, Saturne, Jupiter, Uranus, Neptune;
Sport, Quel pays accueille le Tour de France ?, La France, L'Italie, L'Espagne, La Belgique;
Littérature, Qui a écrit Le Petit Prince ?, Antoine de Saint-Exupéry, Albert Camus, Marcel Proust, Jean-Paul Sartre;
Cinéma, Quel film a le record de victoires aux Oscars (11) ?, Titanic, Avatar, Star Wars, Pulp Fiction;
Musique, Quel groupe a chanté Yellow Submarine ?, Les Beatles, Les Rolling Stones, The Kinks, The Beach Boys;
Nature, Quel est l'arbre qui produit des châtaignes ?, Le châtaignier, Le chêne, Le hêtre, Le marronnier;
Gastronomie, Quelle est la boisson nationale de l'Écosse ?, Le whisky, La bière, Le gin, Le thé;
Histoire, Qui était le leader de l'URSS pendant la 2nde Guerre mondiale ?, Joseph Staline, Lénine, Khrouchtchev, Brejnev;
Géographie, Quel océan sépare l'Europe de l'Amérique ?, L'océan Atlantique, L'océan Pacifique, L'océan Indien, L'océan Arctique;
Sciences, Quelle partie du corps produit l'insuline ?, Le pancréas, Le foie, Le rein, La rate;
Sport, Combien d'anneaux y a-t-il sur le drapeau olympique ?, 5, 4, 6, 7;
Art, Qui est l'auteur de La Joconde ?, Léonard de Vinci, Michel-Ange, Raphaël, Titien;
Mythologie, Qui a ouvert la boîte qui contenait tous les maux ?, Pandore, Hélène, Médée, Circé;
Cinéma, Qui est le réalisateur de Psycho (Psychose) ?, Alfred Hitchcock, Stanley Kubrick, Orson Welles, Billy Wilder;
Musique, Quel instrument est surnommé le roi des instruments ?, L'orgue, Le piano, Le violon, La harpe;
Littérature, Qui a écrit Les Misérables ?, Victor Hugo, Emile Zola, Gustave Flaubert, Honoré de Balzac;
Histoire, Qui a marché sur la lune en 1969 ?, Neil Armstrong, Buzz Aldrin, Yuri Gagarine, John Glenn;
Géographie, Quelle est la capitale de l'Italie ?, Rome, Milan, Florence, Naples;
Sciences, Quel gaz est nécessaire à la respiration humaine ?, L'oxygène, L'azote, Le dioxyde de carbone, L'hydrogène;
Sport, Quel est le score maximal sur un trou de golf ?, Il n'y en a pas (on compte les coups), 10, 18, 100;
Nature, Quel mammifère pond des oeufs ?, L'ornithorynque, Le kangourou, Le dauphin, Le koala;
Gastronomie, Quel ingrédient fait monter la pâte à pain ?, La levure, Le sel, Le sucre, Le beurre;
Cinéma, Quel acteur joue Jack Sparrow ?, Johnny Depp, Brad Pitt, Orlando Bloom, Tom Cruise;
Musique, Quel genre musical est né à La Nouvelle-Orléans ?, Le jazz, Le rock, La salsa, Le reggae;
Art, Dans quelle ville se trouve le musée du Louvre ?, Paris, Lyon, Marseille, Bordeaux;
Mythologie, Qui est le gardien des Enfers ?, Cerbère, Hadès, Minotaure, Sphinx;
Histoire, Quel pays a offert la Statue de la Liberté ?, La France, L'Angleterre, L'Allemagne, L'Espagne;
Géographie, Quel fleuve traverse l'Égypte ?, Le Nil, Le Congo, Le Niger, Le Zambèze;
Sciences, Quel est le centre d'un atome ?, Le noyau, L'électron, La cellule, Le vide;
Sport, Quel est le nom du terrain de tennis ?, Le court, Le stade, La piste, Le ring;
Littérature, Qui est le compagnon de Tintin ?, Milou, Haddock, Tournesol, Dupont;
Cinéma, Quelle couleur est le sabre laser de Dark Vador ?, Rouge, Bleu, Vert, Violet;
Histoire, Quel pharaon a construit la plus grande pyramide de Gizeh ?, Kheops, Khephren, Mykerinos, Ramses II;
Géographie, Quel pays a pour capitale Addis-Abeba ?, L'Ethiopie, Le Kenya, Le Soudan, La Somalie;
Sciences, Quel est le symbole chimique du carbone ?, C, Ca, Co, Cr;
Littérature, Qui a écrit Le Horla ?, Guy de Maupassant, Gustave Flaubert, Honoré de Balzac, Alphonse Daudet;
Art, Quel peintre est célèbre pour ses autoportraits et ses tournesols ?, Van Gogh, Rembrandt, Picasso, Gauguin;
Sport, Combien de joueurs y a-t-il dans une équipe de water-polo ?, 7, 6, 8, 11;
Musique, Quel groupe a sorti l'album Dark Side of the Moon ?, Pink Floyd, Led Zeppelin, The Who, Genesis;
Cinéma, Qui a réalisé le film Psychose ?, Alfred Hitchcock, Stanley Kubrick, Orson Welles, Billy Wilder;
Mythologie, Qui est le dieu scandinave de la ruse ?, Loki, Odin, Thor, Baldur;
Nature, Quel est le plus gros rongeur du monde ?, Le capybara, Le castor, Le ragondin, Le porc-épic;
Gastronomie, Quel ingrédient est essentiel pour faire un vrai houmous ?, Le tahini, Le yaourt, La mayonnaise, La moutarde;
Histoire, Qui était le dernier tsar de Russie ?, Nicolas II, Alexandre III, Pierre le Grand, Ivan le Terrible;
Géographie, Quel est le point culminant de l'Amérique du Nord ?, Le Denali, Le Mont Logan, Le Mont Whitney, Le Pic d'Orizaba;
Sciences, Quelle planète est surnommée l'étoile du Berger ?, Vénus, Mars, Jupiter, Mercure;
Art, Quel musée de Madrid abrite Les Ménines de Vélasquez ?, Le Prado, Le Reina Sofia, Le Thyssen, Le Louvre;
Sport, Dans quelle ville se trouve le stade de Maracana ?, Rio de Janeiro, Buenos Aires, Mexico, Madrid;
Littérature, Qui a écrit Bel-Ami ?, Guy de Maupassant, Emile Zola, Victor Hugo, Stendhal;
Musique, Quel compositeur est célèbre pour Le Lac des cygnes ?, Tchaïkovski, Stravinsky, Rimski-Korsakov, Chostakovitch;
Cinéma, Quel est le nom du robot bleu dans Star Wars ?, R2-D2, C-3PO, BB-8, K-2SO;
Mythologie, Quel héros a vaincu la Chimère ?, Bellérophon, Thésée, Persée, Hercule;
Technologie, Qui a fondé Amazon ?, Jeff Bezos, Bill Gates, Steve Jobs, Elon Musk;
Histoire, En quelle année a eu lieu la chute de Constantinople ?, 1453, 1492, 1204, 1515;
Géographie, Quelle est la capitale de l'Arabie Saoudite ?, Riyad, Djeddah, La Mecque, Médine;
Sciences, Quel est le gaz noble le plus léger ?, L'hélium, Le néon, L'argon, Le krypton;
Art, Qui a peint La liberté guidant le peuple ?, Eugène Delacroix, Théodore Géricault, Jean-Auguste Ingres, Jacques-Louis David;
Sport, Quel pays a remporté la Coupe du Monde de Rugby 2023 ?, L'Afrique du Sud, La Nouvelle-Zélande, La France, L'Angleterre;
Littérature, Qui a écrit 1984 ?, George Orwell, Aldous Huxley, Ray Bradbury, Ernest Hemingway;
Musique, Quel instrument jouait Louis Armstrong ?, La trompette, Le saxophone, Le piano, La clarinette;
Cinéma, Quel acteur joue le rôle principal dans Gladiator ?, Russell Crowe, Joaquin Phoenix, Brad Pitt, Tom Cruise;
Mythologie, Quel est le nom romain de la déesse Athéna ?, Minerve, Diane, Vénus, Junon;
Nature, Quel animal est le plus rapide en vol ?, Le faucon pèlerin, L'aigle royal, L'hirondelle, Le martinet;
Gastronomie, Quel fromage est utilisé dans la recette du pesto ?, Le parmesan, Le brie, Le camembert, Le roquefort;
Histoire, Qui était surnommé le Chancelier de fer ?, Otto von Bismarck, Adolf Hitler, Guillaume II, Helmut Kohl;
Géographie, Quel est le pays le plus vaste d'Afrique ?, L'Algérie, Le Congo, Le Soudan, La Libye;
Sciences, Quelle partie de l'oreille s'occupe de l'équilibre ?, L'oreille interne, Le tympan, Le marteau, L'étrier;
Art, Dans quelle ville se trouve la statue du Manneken-Pis ?, Bruxelles, Amsterdam, Paris, Berlin;
Sport, Combien de points rapporte un drop au rugby ?, 3, 5, 2, 7;
Littérature, Qui est l'auteur de L'Odyssée ?, Homère, Virgile, Sophocle, Euripide;
Musique, Quel genre de musique est associé à Bob Marley ?, Le reggae, La salsa, Le jazz, Le blues;
Cinéma, Quel film a introduit le personnage de Jack Sparrow ?, Pirates des Caraïbes, Master and Commander, Hook, Peter Pan;
Mythologie, Quelle créature est mi-homme mi-cheval ?, Le centaure, Le minotaure, Le satyre, La sirène;
Espace, Quel est le nom de la galaxie où nous vivons ?, La Voie lactée, Andromède, Le Sombrero, Messier 81;
Histoire, Qui a été le premier président de la Ve République ?, Charles de Gaulle, Georges Pompidou, Valéry Giscard d'Estaing, François Mitterrand;
Géographie, Quel est le fleuve le plus long d'Asie ?, Le Yangzi Jiang, Le Gange, Le Mékong, Le Fleuve Jaune;
Sciences, Quel est le métal le plus abondant dans la croûte terrestre ?, L'aluminium, Le fer, Le cuivre, Le magnésium;
Art, Qui a peint le plafond de l'Opéra Garnier ?, Marc Chagall, Pablo Picasso, Henri Matisse, Joan Miro;
Sport, Quel club de football est surnommé les Merengues ?, Le Real Madrid, Le FC Barcelone, L'AC Milan, Le Bayern Munich;
Littérature, Qui a écrit Le Rouge et le Noir ?, Stendhal, Gustave Flaubert, Balzac, Zola;
Musique, Quel est le nom de famille de Wolfgang Amadeus ?, Mozart, Beethoven, Bach, Haydn;
Cinéma, Quel réalisateur a dirigé les films Pulp Fiction et Kill Bill ?, Quentin Tarantino, Martin Scorsese, Ridley Scott, Steven Spielberg;
Mythologie, Qui est le dieu de l'Enfer dans la mythologie grecque ?, Hadès, Zeus, Poséidon, Héphaïstos;
Nature, Quelle fleur est le symbole des rois de France ?, Le lys, La rose, La violette, La marguerite;
Gastronomie, Quelle est la base d'une sauce aïoli ?, L'ail et l'huile, La tomate, La crème fraîche, Le fromage blanc;
Histoire, Qui a découvert la Nouvelle-Zélande ?, James Cook, Abel Tasman, Christophe Colomb, Magellan;
Géographie, Quel pays possède le plus d'îles ?, La Suède, La Norvège, Le Canada, L'Indonésie;
Sciences, Quel est le nom de la couche protectrice de la Terre ?, L'ozone, L'oxygène, L'azote, Le carbone;
Art, Qui a peint la fresque de l'Ecole d'Athènes ?, Raphaël, Michel-Ange, Léonard de Vinci, Botticelli;
Sport, Quelle est la durée d'une mi-temps au football ?, 45 minutes, 30 minutes, 60 minutes, 40 minutes;
Littérature, Qui a écrit Alice au pays des merveilles ?, Lewis Carroll, Charles Dickens, Oscar Wilde, Roald Dahl;
Musique, Quel groupe de rock a chanté Satisfaction ?, Les Rolling Stones, Les Beatles, The Who, Led Zeppelin;
Cinéma, Quel film a remporté l'Oscar du meilleur film en 1994 ?, La Liste de Schindler, Forrest Gump, Pulp Fiction, Braveheart;
Mythologie, Quel est le nom du cheval ailé ?, Pégase, Bucéphale, Rossinante, Jolly Jumper;
Technologie, Quel réseau social appartient à Mark Zuckerberg ?, Facebook, Twitter, TikTok, Snapchat;
Histoire, En quelle année le Titanic a-t-il coulé ?, 1912, 1905, 1920, 1898;
Géographie, Quel océan baigne l'île de Madagascar ?, L'océan Indien, L'océan Atlantique, L'océan Pacifique, L'océan Arctique;
Sciences, Quelle est la principale source d'énergie de la Terre ?, Le Soleil, Le vent, Le pétrole, L'uranium;
Art, Quel artiste est connu pour ses sculptures mobiles ?, Alexander Calder, Auguste Rodin, Alberto Giacometti, Henry Moore;
Sport, Quel est le pays du coureur Usain Bolt ?, La Jamaïque, Les Etats-Unis, Le Kenya, L'Ethiopie;
Littérature, Qui a écrit Les Contes de ma mère l'Oye ?, Charles Perrault, Jean de La Fontaine, Hans Christian Andersen, Les Frères Grimm;
Musique, Quel est l'instrument à cordes le plus aigu ?, Le violon, L'alto, Le violoncelle, La contrebasse;
Cinéma, Quel acteur incarne Batman dans The Dark Knight ?, Christian Bale, Ben Affleck, Michael Keaton, Robert Pattinson;
Mythologie, Qui est le dieu romain de la mer ?, Neptune, Jupiter, Mars, Pluton;
Nature, Quel arbre produit le liège ?, Le chêne-liège, Le pin, Le hêtre, Le bouleau;
Gastronomie, De quel pays est originaire la feta ?, La Grèce, L'Italie, La Turquie, L'Espagne;
Histoire, Qui était le premier homme sur la Lune ?, Neil Armstrong, Buzz Aldrin, Yuri Gagarine, Michael Collins;
Géographie, Quelle est la capitale de l'Autriche ?, Vienne, Salzbourg, Graz, Linz;
Sciences, Quel acide se trouve dans l'estomac ?, L'acide chlorhydrique, L'acide sulfurique, L'acide nitrique, L'acide citrique;
Art, Qui a peint la scène Le Déjeuner sur l'herbe ?, Edouard Manet, Claude Monet, Pierre-Auguste Renoir, Edgar Degas;
Sport, Quel est le nombre de quilles au bowling ?, 10, 9, 8, 12;
Littérature, Qui est l'auteur de Gatsby le Magnifique ?, F. Scott Fitzgerald, Ernest Hemingway, John Steinbeck, William Faulkner;
Musique, Quel est le prénom du chanteur Mercury ?, Freddie, Brian, John, Roger;
Cinéma, Quel film d'animation raconte l'histoire d'un poisson clown ?, Le Monde de Nemo, Gang de requins, La Petite Sirène, Pinocchio;
Mythologie, Quel est le nom du labyrinthe du Minotaure ?, Le Labyrinthe de Crète, Le Palais de Knossos, La Tour de Babel, Le Tartare;
Espace, Quelle planète est connue pour sa Grande Tache Rouge ?, Jupiter, Saturne, Mars, Neptune;
Histoire, Quel roi a signé l'Edit de Nantes ?, Henri IV, Louis XIV, François Ier, Charles IX;
Géographie, Quel pays est traversé par le Danube ?, L'Autriche, La France, L'Italie, L'Espagne;
Sciences, Quel est le point de fusion de la glace ?, 0 degré Celsius, 100 degrés Celsius, 50 degrés Celsius, -10 degrés Celsius;
Art, Qui a peint le tableau Le Cri ?, Edvard Munch, Gustav Klimt, Egon Schiele, James Ensor;
Sport, Dans quel sport gagne-t-on la Coupe Davis ?, Le tennis, Le golf, Le rugby, Le football;
Littérature, Qui est l'auteur de L'Assommoir ?, Emile Zola, Victor Hugo, Honoré de Balzac, Gustave Flaubert;
Musique, Quel instrument jouait Jimi Hendrix ?, La guitare, Le piano, La batterie, La basse;
Cinéma, Quel réalisateur a créé la saga Star Wars ?, George Lucas, Steven Spielberg, James Cameron, Peter Jackson;
Mythologie, Qui est le dieu du soleil dans la mythologie grecque ?, Apollon, Arès, Héphaïstos, Hermès;
Nature, Quel animal est le symbole de l'Australie ?, Le kangourou, Le koala, L'émeu, Le dingo;
Gastronomie, Quel ingrédient donne sa couleur au safran ?, Le pistil d'une fleur, Une racine, Une écorce, Une graine;
Histoire, Qui a fondé l'Empire mongol ?, Gengis Khan, Kubilai Khan, Tamerlan, Attila;
Géographie, Quelle est la monnaie de l'Inde ?, La roupie, Le yen, Le yuan, Le won;
Sciences, Quel est le plus gros organe du corps humain ?, La peau, Le foie, Le cerveau, Les poumons;
Art, Qui a peint Guernica ?, Pablo Picasso, Salvador Dali, Joan Miro, Francisco de Goya;
Sport, Quelle distance fait un semi-marathon ?, 21.1 km, 42.195 km, 10 km, 5 km;
Littérature, Qui a écrit Gargantua ?, François Rabelais, Michel de Montaigne, Pierre de Ronsard, Joachim du Bellay;
Musique, Quel chanteur a interprété Imagine ?, John Lennon, Paul McCartney, George Harrison, Ringo Starr;
Cinéma, Quel acteur joue dans Le Loup de Wall Street ?, Leonardo DiCaprio, Brad Pitt, Matt Damon, Ben Affleck;
Mythologie, Qui est la déesse de la discorde ?, Eris, Athéna, Aphrodite, Héra;
Technologie, Quel est le format d'image le plus courant ?, JPEG, MP3, PDF, HTML;
Histoire, Qui a été la première femme Premier ministre au Royaume-Uni ?, Margaret Thatcher, Theresa May, Liz Truss, Angela Merkel;
Géographie, Quel pays est surnommé le plat pays ?, Les Pays-Bas, La Belgique, Le Luxembourg, Le Danemark;
Sciences, Quel gaz est produit par la photosynthèse ?, L'oxygène, Le dioxyde de carbone, L'azote, Le méthane;
Art, Qui a sculpté le David de marbre ?, Michel-Ange, Donatello, Le Bernin, Canova;
Sport, Quel pays accueille les JO 2028 ?, Les Etats-Unis, La France, Le Japon, L'Australie;
Littérature, Qui a écrit Faust ?, Goethe, Schiller, Kafka, Nietzsche;
Musique, Quel groupe a chanté Dancing Queen ?, ABBA, Boney M, Bee Gees, Queen;
Cinéma, Quel film d'horreur se passe au Camp Crystal Lake ?, Vendredi 13, Halloween, Les Griffes de la nuit, Saw;
